index,AvalancheProblems_0_AvalProbabilityId,AvalancheProblems_0_Class_AvalDistributionId,AvalancheProblems_0_AvalTriggerSimpleId,AvalancheProblems_0_AvalancheProblemId,AvalancheProblems_0_Class_AvalancheProblemTypeId,AvalancheProblems_0_AvalancheTypeId,AvalancheProblems_0_DestructiveSizeExtId,AvalancheProblems_1_AvalProbabilityId,AvalancheProblems_1_Class_AvalDistributionId,AvalancheProblems_1_AvalTriggerSimpleId,AvalancheProblems_1_AvalancheProblemId,AvalancheProblems_1_Class_AvalancheProblemTypeId,AvalancheProblems_1_AvalancheTypeId,AvalancheProblems_1_DestructiveSizeExtId,DangerLevel,ValidFrom,Rainfall_Most_exposed_area,Rainfall_Average,Wind_Speed_Num,Wind_Direction_Num,Temperature_Min,Temperature_Max,Temperature_masl,Freezing_Level_masl
382,3,3,21,1,4,10,2,3.0,2,22.0,2.0,2,20.0,1.0,3,2017-12-19T00:00:00,12,8,8,6,0,6,1400,2400
383,3,3,21,1,5,10,2,3.0,2,22.0,2.0,2,20.0,1.0,3,2017-12-20T00:00:00,20,16,6,6,-5,4,1400,1300
384,3,2,22,1,6,10,3,3.0,1,22.0,2.0,4,10.0,3.0,3,2017-12-21T00:00:00,40,18,7,7,-7,-1,1400,500
385,3,2,22,1,6,10,3,3.0,3,22.0,2.0,2,20.0,3.0,3,2017-12-22T00:00:00,35,20,5,6,-8,0,1400,200
386,5,2,22,1,4,10,4,3.0,2,22.0,2.0,3,10.0,3.0,4,2017-12-23T00:00:00,65,35,6,7,-6,3,1400,1700
387,3,2,21,1,5,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-24T00:00:00,18,9,6,7,-7,-1,1400,400
388,3,2,21,1,5,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-25T00:00:00,30,20,4,6,-10,-2,1400,500
389,3,2,21,1,6,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-26T00:00:00,8,4,4,3,-9,-2,1400,200
390,3,1,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-27T00:00:00,0,0,4,2,-13,-4,1400,200
391,3,1,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-28T00:00:00,0,0,4,3,-12,-5,1400,100
392,3,1,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-29T00:00:00,3,1,5,6,-11,-5,1400,200
393,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-30T00:00:00,2,0,4,5,-11,-5,1400,0
394,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-31T00:00:00,2,0,5,4,-10,-3,1400,200
395,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-01T00:00:00,5,2,4,4,-9,-2,1400,300
396,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-02T00:00:00,6,3,4,4,-10,-3,1400,300
397,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-03T00:00:00,0,0,4,4,-11,-4,1400,0
398,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-04T00:00:00,0,0,5,3,-11,-5,1400,0
399,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-05T00:00:00,3,1,4,2,-13,-6,1400,0
400,3,1,21,1,7,10,2,3.0,2,21.0,2.0,5,10.0,2.0,2,2018-01-06T00:00:00,16,6,5,8,-13,-7,1400,0
401,3,1,21,2,7,10,2,3.0,2,22.0,1.0,6,10.0,3.0,3,2018-01-07T00:00:00,25,15,8,7,-11,-4,1400,0
402,3,2,21,1,6,10,3,3.0,1,21.0,2.0,7,10.0,2.0,3,2018-01-08T00:00:00,0,0,5,6,-8,-1,1400,0
403,3,2,10,1,6,10,2,3.0,1,21.0,2.0,7,10.0,2.0,2,2018-01-09T00:00:00,0,0,5,5,-7,3,1400,400
404,3,2,10,1,6,10,2,3.0,1,21.0,2.0,7,10.0,3.0,2,2018-01-10T00:00:00,0,0,7,4,-5,-2,1400,700
405,3,2,21,1,6,10,2,3.0,1,21.0,2.0,7,10.0,3.0,2,2018-01-11T00:00:00,0,0,6,4,-7,-2,1400,500
406,3,2,10,1,6,10,2,3.0,1,21.0,2.0,7,10.0,3.0,2,2018-01-12T00:00:00,0,0,4,4,-9,0,1400,0
407,3,1,21,1,6,10,2,3.0,1,21.0,2.0,7,10.0,2.0,2,2018-01-13T00:00:00,0,0,6,4,-10,0,1400,0
408,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-14T00:00:00,0,0,7,5,-9,-2,1400,500
409,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-15T00:00:00,10,4,10,5,-9,-2,1400,200
410,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-16T00:00:00,5,3,8,4,-10,-3,1400,200
411,3,2,10,1,6,10,2,3.0,1,10.0,2.0,7,10.0,2.0,2,2018-01-17T00:00:00,0,0,5,4,-13,-5,1400,200
412,3,2,10,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-01-18T00:00:00,0,0,5,4,-15,-6,1400,200
413,3,2,10,1,6,10,2,2.0,1,10.0,2.0,7,10.0,3.0,2,2018-01-19T00:00:00,0,0,5,4,-13,-5,1400,200
414,3,2,10,1,6,10,2,2.0,1,10.0,2.0,7,10.0,3.0,2,2018-01-20T00:00:00,0,0,5,4,-14,-6,1400,200
415,3,2,10,1,6,10,2,2.0,1,10.0,2.0,7,10.0,3.0,2,2018-01-21T00:00:00,0,0,4,4,-16,-6,1400,100
416,3,2,10,1,6,10,2,2.0,1,10.0,2.0,7,10.0,3.0,2,2018-01-22T00:00:00,1,0,5,4,-14,-4,1400,200
417,3,2,21,1,5,10,2,2.0,1,10.0,2.0,7,10.0,3.0,2,2018-01-23T00:00:00,14,10,7,5,-8,0,1400,800
418,3,2,21,1,5,10,2,2.0,1,10.0,2.0,7,10.0,3.0,2,2018-01-24T00:00:00,20,16,6,5,0,0,1400,800
419,3,2,22,1,5,10,3,2.0,1,10.0,3.0,7,10.0,3.0,3,2018-01-25T00:00:00,45,35,7,6,-7,-1,1400,600
420,3,2,21,1,5,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-01-26T00:00:00,15,5,5,7,-9,-4,1400,100
421,3,2,21,1,6,10,3,3.0,1,21.0,2.0,7,10.0,3.0,3,2018-01-27T00:00:00,3,0,4,4,-12,-3,1400,500
422,3,2,21,1,5,10,3,3.0,1,21.0,3.0,7,10.0,3.0,3,2018-01-28T00:00:00,40,25,5,4,-7,0,1400,800
423,3,2,21,1,6,10,3,3.0,1,21.0,2.0,7,10.0,3.0,3,2018-01-29T00:00:00,12,8,4,6,-7,-2,1400,400
424,3,2,21,1,5,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-01-30T00:00:00,20,8,5,6,-8,-3,1400,600
425,3,3,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,3,2018-01-31T00:00:00,8,4,6,4,-8,-1,1400,500
426,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-01T00:00:00,2,0,5,2,-12,-4,1400,300
427,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-02T00:00:00,0,0,5,2,-14,-6,1400,0
428,3,1,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-03T00:00:00,0,0,4,4,-15,-6,1400,0
429,3,1,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-04T00:00:00,5,1,4,6,-12,-3,1400,300
430,3,1,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-05T00:00:00,0,0,5,6,-13,-4,1400,300
431,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-06T00:00:00,0,0,4,4,-18,-6,1400,200
432,3,2,21,1,5,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-07T00:00:00,18,7,4,6,-12,-6,1400,200
433,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-08T00:00:00,8,4,7,6,-8,-3,1400,500
434,3,2,21,1,5,10,3,3.0,1,10.0,2.0,7,10.0,3.0,3,2018-02-09T00:00:00,12,6,7,5,-7,-3,1400,500
435,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-10T00:00:00,5,2,5,5,-10,-4,1400,300
436,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-11T00:00:00,6,2,7,4,-11,-3,1400,300
437,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-12T00:00:00,8,4,4,4,-12,-6,1400,100
438,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-13T00:00:00,0,0,4,4,-16,-5,1400,300
439,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-14T00:00:00,4,1,6,5,-12,-3,1400,400
440,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-15T00:00:00,6,1,9,5,-11,-3,1400,200
441,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-16T00:00:00,5,4,6,5,-12,-3,1400,300
442,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-17T00:00:00,2,1,4,4,-12,-2,1400,300
443,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-18T00:00:00,5,2,4,4,-10,-3,1400,200
444,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-19T00:00:00,0,0,4,4,-12,-3,1400,400
445,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-20T00:00:00,4,1,2,4,-16,-5,1400,200
446,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-21T00:00:00,12,5,5,7,-13,-3,1400,400
447,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-22T00:00:00,1,0,2,6,-15,-4,1400,200
448,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-23T00:00:00,0,0,4,4,-12,-3,1400,200
449,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-24T00:00:00,0,0,2,4,-16,-4,1400,300
450,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-25T00:00:00,8,5,4,1,-15,-4,1400,300
451,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-26T00:00:00,1,0,4,1,-17,-4,1400,300
452,3,2,22,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-27T00:00:00,0,0,6,4,-20,-8,1400,100
453,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-28T00:00:00,0,0,6,4,-22,-11,1400,0
454,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-01T00:00:00,0,0,5,4,-20,-10,1400,0
455,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-02T00:00:00,0,0,5,4,-18,-8,1400,0
456,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-03T00:00:00,1,0,4,4,-18,-7,1400,0
457,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-04T00:00:00,0,0,4,4,-20,-8,1400,0
458,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-05T00:00:00,0,0,4,3,-19,-9,1400,0
459,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-06T00:00:00,0,0,4,3,-20,-8,1400,0
460,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-07T00:00:00,1,0,4,4,-19,-5,1400,200
461,3,1,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-08T00:00:00,1,0,4,4,-12,-4,1400,300
462,3,1,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-09T00:00:00,10,5,4,6,-11,-7,1400,200
463,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-10T00:00:00,4,1,4,6,-13,-4,1400,300
464,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-11T00:00:00,1,0,4,4,-10,-2,1400,300
465,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-12T00:00:00,3,0,4,4,-10,-2,1400,400
466,3,2,21,2,7,10,2,3.0,1,21.0,1.0,6,10.0,2.0,2,2018-03-13T00:00:00,0,0,5,2,-14,-6,1400,300
467,3,1,21,1,6,10,2,3.0,2,21.0,2.0,7,10.0,2.0,2,2018-03-14T00:00:00,0,0,4,4,-16,-4,1400,300
468,3,2,21,1,6,10,2,3.0,2,21.0,2.0,7,10.0,2.0,2,2018-03-15T00:00:00,0,0,4,4,-16,-4,1400,400
469,3,2,21,2,7,10,2,3.0,2,21.0,1.0,6,10.0,2.0,2,2018-03-16T00:00:00,0,0,6,4,-16,-6,1400,300
470,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-17T00:00:00,0,0,4,6,-17,-6,1400,200
471,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-18T00:00:00,10,5,5,6,-16,-3,1400,500
472,3,2,22,1,7,10,4,3.0,2,22.0,2.0,6,10.0,3.0,4,2018-03-19T00:00:00,35,25,6,8,-12,-2,1400,300
473,3,2,21,1,6,10,3,3.0,2,21.0,2.0,7,10.0,3.0,3,2018-03-20T00:00:00,7,5,5,6,-11,-4,1400,300
474,3,2,22,1,5,10,3,3.0,2,21.0,2.0,7,10.0,3.0,3,2018-03-21T00:00:00,18,14,6,6,-8,-2,1400,400
475,3,2,21,2,5,10,2,3.0,2,21.0,1.0,7,10.0,3.0,3,2018-03-22T00:00:00,1,0,4,6,-9,-1,1400,400
476,3,2,21,1,7,10,3,3.0,1,22.0,2.0,4,10.0,3.0,3,2018-03-23T00:00:00,5,2,5,5,-4,2,1400,1200
477,3,2,21,1,7,10,3,3.0,2,21.0,2.0,6,10.0,2.0,3,2018-03-24T00:00:00,6,1,7,6,-8,-1,1400,600
478,3,2,22,1,7,10,3,3.0,2,10.0,2.0,6,10.0,3.0,3,2018-03-25T00:00:00,14,10,4,6,-11,-2,1400,500
479,3,2,21,1,7,10,3,3.0,2,10.0,2.0,6,10.0,3.0,3,2018-03-26T00:00:00,0,0,4,2,-15,-7,1400,200
480,3,2,21,1,7,10,3,3.0,2,21.0,2.0,6,10.0,2.0,3,2018-03-27T00:00:00,0,0,5,4,-17,-8,1400,200
481,3,2,21,1,7,10,3,3.0,2,21.0,2.0,6,10.0,2.0,3,2018-03-28T00:00:00,0,0,6,4,-16,-6,1400,200
482,3,2,21,1,7,10,3,3.0,2,22.0,3.0,2,20.0,2.0,3,2018-03-29T00:00:00,0,0,4,4,-16,-5,1400,200
483,3,2,21,1,7,10,3,3.0,2,22.0,2.0,2,20.0,2.0,3,2018-03-30T00:00:00,0,0,2,0,-15,-6,1400,400
484,3,1,21,1,7,10,3,3.0,2,22.0,3.0,2,20.0,2.0,2,2018-03-31T00:00:00,0,0,2,4,-15,-6,1400,400
485,3,1,21,1,7,10,3,3.0,2,10.0,2.0,6,10.0,2.0,2,2018-04-01T00:00:00,5,1,4,7,-15,-5,1400,400
486,3,1,21,1,7,10,3,3.0,1,21.0,2.0,6,10.0,2.0,2,2018-04-02T00:00:00,5,2,4,8,-15,-7,1400,200
487,3,1,21,1,7,10,3,3.0,1,21.0,2.0,5,10.0,2.0,2,2018-04-03T00:00:00,3,0,4,4,-14,-5,1400,300
488,3,1,21,2,5,10,2,3.0,1,21.0,1.0,7,10.0,3.0,2,2018-04-04T00:00:00,12,8,4,4,-8,1,1400,500
489,3,1,21,1,7,10,3,3.0,2,21.0,2.0,5,10.0,2.0,2,2018-04-05T00:00:00,15,8,4,7,-10,-4,1400,0
490,3,1,21,2,7,10,3,3.0,2,21.0,1.0,5,10.0,2.0,2,2018-04-06T00:00:00,4,2,5,7,-10,-4,1400,300
491,3,2,21,2,5,10,2,3.0,1,21.0,3.0,7,10.0,3.0,3,2018-04-07T00:00:00,18,10,5,5,-7,-2,1400,1000
492,3,2,22,3,4,10,3,3.0,2,21.0,2.0,5,10.0,2.0,3,2018-04-08T00:00:00,3,1,4,4,-6,-1,1400,800
493,3,2,21,1,7,10,3,3.0,2,21.0,2.0,5,10.0,2.0,3,2018-04-09T00:00:00,1,0,4,3,-7,-2,1400,800
494,3,3,22,1,2,20,2,3.0,2,21.0,2.0,7,10.0,3.0,3,2018-04-10T00:00:00,0,0,5,4,-10,2,1400,700
495,3,2,21,1,7,10,3,3.0,3,22.0,2.0,2,20.0,2.0,3,2018-04-11T00:00:00,0,0,4,4,-6,4,1400,1500
496,3,2,21,1,7,10,3,3.0,3,22.0,2.0,2,20.0,2.0,3,2018-04-12T00:00:00,0,0,5,4,-6,5,1400,1500
497,3,2,21,1,7,10,3,3.0,3,22.0,2.0,2,20.0,2.0,3,2018-04-13T00:00:00,0,0,6,4,-6,6,1400,1500
498,3,2,22,1,4,10,3,5.0,3,22.0,2.0,2,20.0,2.0,3,2018-04-14T00:00:00,0,0,5,5,-2,9,1400,1500
499,3,2,22,1,4,10,3,3.0,3,22.0,2.0,2,20.0,2.0,3,2018-04-15T00:00:00,0,0,2,3,-3,8,1400,1500
500,3,3,22,1,2,20,2,3.0,1,21.0,2.0,4,10.0,3.0,3,2018-04-16T00:00:00,0,0,2,3,-1,6,1400,1300
501,3,3,22,1,2,20,2,3.0,1,21.0,2.0,4,10.0,3.0,3,2018-04-17T00:00:00,4,1,2,4,-2,6,1400,1900
502,3,3,22,1,2,20,2,3.0,2,21.0,2.0,4,10.0,3.0,3,2018-04-18T00:00:00,2,0,5,6,0,7,1400,2000
503,3,2,22,1,2,20,2,3.0,1,22.0,2.0,4,10.0,3.0,2,2018-04-19T00:00:00,1,0,6,5,0,8,1400,2000
504,3,2,22,1,2,20,2,3.0,1,22.0,3.0,4,10.0,3.0,2,2018-04-20T00:00:00,10,6,4,6,-3,4,1400,1200
505,3,2,22,1,2,20,2,3.0,2,21.0,2.0,6,10.0,2.0,2,2018-04-21T00:00:00,12,8,6,7,-4,1,1400,900
506,3,2,22,1,2,20,3,3.0,2,22.0,3.0,3,10.0,3.0,3,2018-04-22T00:00:00,6,3,4,5,-4,5,1400,1700
507,3,2,22,1,2,20,3,3.0,2,22.0,2.0,4,10.0,3.0,3,2018-04-23T00:00:00,10,2,5,5,-3,4,1400,1500
508,3,2,22,2,2,20,2,3.0,2,21.0,1.0,5,10.0,2.0,2,2018-04-24T00:00:00,14,10,6,6,-5,1,1400,800
509,3,2,21,1,5,10,2,3.0,1,22.0,2.0,2,20.0,2.0,2,2018-04-25T00:00:00,5,2,5,6,-6,0,1400,600
510,3,2,21,1,5,10,2,3.0,1,22.0,2.0,2,20.0,2.0,2,2018-04-26T00:00:00,4,2,4,6,-5,1,1400,900
511,3,2,22,1,2,20,2,3.0,1,21.0,2.0,5,10.0,2.0,2,2018-04-27T00:00:00,5,2,4,6,-5,0,1400,800
512,3,2,22,1,2,20,2,3.0,1,10.0,2.0,5,10.0,2.0,2,2018-04-28T00:00:00,6,3,4,6,-7,0,1400,700
513,3,2,22,1,2,20,2,3.0,1,10.0,2.0,5,10.0,2.0,2,2018-04-29T00:00:00,3,1,4,2,-7,0,1400,700
514,3,2,22,1,2,20,2,3.0,1,10.0,2.0,6,10.0,2.0,2,2018-04-30T00:00:00,0,0,4,2,-8,2,1400,1100
515,3,2,21,1,6,10,2,3.0,2,21.0,2.0,2,20.0,2.0,2,2018-05-01T00:00:00,1,0,6,4,-4,4,1400,1100
516,3,2,21,1,6,10,2,3.0,2,21.0,2.0,2,20.0,2.0,2,2018-05-02T00:00:00,1,0,4,4,-4,3,1400,1400
517,3,2,21,1,6,10,2,3.0,2,21.0,2.0,2,20.0,2.0,2,2018-05-03T00:00:00,7,4,6,4,-4,3,1400,1000
518,3,2,22,1,2,20,2,3.0,2,21.0,2.0,5,10.0,2.0,2,2018-05-04T00:00:00,7,3,5,6,-4,4,1400,1400
519,3,2,22,1,2,20,2,3.0,2,21.0,2.0,6,10.0,2.0,2,2018-05-05T00:00:00,5,2,4,6,0,4,1400,1800
520,3,2,22,1,2,20,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-05-06T00:00:00,6,4,5,6,0,3,1400,1700
521,3,2,22,1,2,20,2,3.0,1,22.0,2.0,3,10.0,3.0,2,2018-05-07T00:00:00,10,7,6,7,-4,3,1400,1700
522,3,2,21,1,2,20,2,3.0,1,22.0,2.0,3,10.0,3.0,2,2018-05-08T00:00:00,0,0,5,4,2,11,1400,2000
523,3,2,21,1,2,20,2,3.0,1,22.0,2.0,3,10.0,3.0,2,2018-05-09T00:00:00,2,0,6,5,2,12,1400,2200
524,3,2,21,1,2,20,2,3.0,1,22.0,2.0,3,10.0,3.0,2,2018-05-10T00:00:00,20,10,7,5,0,11,1400,1000
525,3,2,21,1,2,20,2,3.0,1,22.0,2.0,3,10.0,3.0,2,2018-05-11T00:00:00,2,0,4,2,-2,7,1400,2000
526,3,2,21,1,2,20,2,3.0,1,22.0,2.0,3,10.0,2.0,2,2018-05-12T00:00:00,0,0,4,5,-1,11,1400,2400
527,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-13T00:00:00,0,0,4,4,2,12,1400,2800
528,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-14T00:00:00,0,0,4,5,2,13,1400,2500
529,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-15T00:00:00,0,0,4,5,4,14,1400,2500
530,3,2,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-16T00:00:00,5,2,4,7,-3,6,1400,900
531,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-17T00:00:00,0,0,4,1,-3,6,1400,1500
532,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-18T00:00:00,0,0,4,2,-2,10,1400,1800
533,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-19T00:00:00,0,0,4,6,-1,9,1400,1800
534,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-20T00:00:00,0,0,6,6,2,11,1400,1900
535,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-21T00:00:00,0,0,6,6,3,13,1400,1900
536,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-22T00:00:00,0,0,4,2,2,10,1400,1800
537,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-23T00:00:00,0,0,4,2,3,13,1400,1800
538,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-24T00:00:00,0,0,4,6,5,15,1400,2000
539,3,1,10,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-25T00:00:00,0,0,2,0,4,14,1400,2500
540,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-26T00:00:00,0,0,4,2,4,13,1400,1900
541,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-27T00:00:00,0,0,4,2,6,18,1400,2500
542,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-28T00:00:00,0,0,4,4,6,17,1400,2500
543,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-29T00:00:00,0,0,2,8,4,17,1400,2500
544,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-30T00:00:00,0,0,2,4,8,19,1400,2500
545,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-31T00:00:00,1,0,2,7,8,20,1400,2500
